,City,Direct_flights_count
2555,Allakaket,3
2556,Allentown,13
2557,Alliance,3
2558,Alpena,2
2559,Altoona,2
2560,Amarillo,10
2561,Ambler,4
2562,Anaktuvuk Pass,3
2563,Anchorage,59
2564,Angoon,1
2565,Aniak,12
2566,Anvik,3
2567,Appleton,9
2568,Arcata CA,3
2569,Arctic Village,1
2570,Asheville,12
2571,Aspen,2
2572,Athens,1
2573,Atka,1
2574,Atlanta,915
2575,Atlantic City,10
2576,Atqasuk,2
2577,Augusta,1
2578,Austin,83
2579,BRISTOL,7
2580,Bakersfield,6
2581,Baltimore,142
2582,Bangor,8
2583,Bar Harbor,1
2584,Barnstable,2
2585,Barrow,7
2586,Barter Island,2
2587,Baton Rouge,8
2588,Beaumont,2
2589,Beaver,2
2590,Beckley,2
2591,Belleville,1
2592,Bellingham,10
2593,Bemidji,1
2594,Bentonville,24
2595,Bethel,29
2596,Bettles,5
2597,Billings,12
2598,Binghamton,4
2599,Birmingham,36
2600,Bismarck,6
2601,Bloomington,12
2602,Boise,21
2603,Boston,211
2604,Bozeman,8
2605,Bradford,2
2606,Brainerd,2
2607,Branson,4
2608,Brevig Mission,4
2609,Brownsville,3
2610,Brunswick,3
2611,Buckland,4
2612,Buffalo,36
2613,Burbank,18
2614,Burlington,15
2615,Bush Field,7
2616,Butte,1
2617,Cape Girardeau,1
2618,Cape Lisburne,1
2619,Carlsbad,2
2620,Casper,3
2621,Cedar City,1
2622,Cedar Rapids,17
2623,Central,1
2624,Chadron,3
2625,Chalkyitsik,2
2626,Champaign,4
2627,Charleston,40
2628,Charlotte,301
2629,Charlottesville VA,13
2630,Chattanooga,16
2631,Chefornak,3
2632,Chevak,2
2633,Cheyenne,6
2634,Chicago,697
2635,Chico,1
2636,Chuathbaluk,1
2637,Cincinnati,78
2638,Circle,1
2639,Clarksburg,3
2640,Cleveland,81
2641,Cody,2
2642,Cold Bay,5
2643,College Station,3
2644,Colorado Springs,13
2645,Columbia,21
2646,Columbus,68
2647,Columbus Mississippi,3
2648,Cordova,3
2649,Corpus Christi,5
2650,Cortez,1
2651,Crescent City,2
2652,Dallas,39
2653,Dallas-Fort Worth,469
2654,Dayton,32
2655,Daytona Beach,5
2656,Deadhorse,5
2657,Decatur,2
2658,Deering,4
2659,Denver,361
2660,Des Moines,29
2661,Detroit,216
2662,Dickinson,2
2663,Dillingham,3
2664,Dodge City,6
2665,Dothan,3
2666,Du Bois,2
2667,Dubuque IA,2
2668,Duluth,4
2669,Durango,5
2670,Eastsound,1
2671,Eau Claire,1
2672,Eek,3
2673,Egegik,1
2674,El Dorado,2
2675,El Paso,24
2676,Elfin Cove,1
2677,Elim,5
2678,Elko,1
2679,Elmira,6
2680,Emmonak,4
2681,Erie,4
2682,Escanaba,1
2683,Eugene,14
2684,Evansville,9
2685,Fairbanks,27
2686,False Pass,1
2687,Fargo,14
2688,Farmington,9
2689,Fayetteville,8
2690,Flagstaff,2
2691,Flint,14
2692,Florence,2
2693,Fort Lauderdale,186
2694,Fort Leonardwood,1
2695,Fort Myers,63
2696,Fort Smith,5
2697,Fort Wayne,16
2698,Fort Yukon,6
2699,Franklin,2
2700,Fresno,20
2701,Friday Harbor,1
2702,Gainesville,12
2703,Galena,7
2704,Gambell,4
2705,Garden City,2
2706,Gillette,3
2707,Glasgow,1
2708,Glendive,1
2709,Golovin,4
2710,Grand Canyon,1
2711,Grand Forks,5
2712,Grand Island,4
2713,Grand Junction,8
2714,Grand Rapids,28
2715,Great Falls,7
2716,Green Bay,8
2717,Greensboro,25
2718,Greenville,32
2719,Gulfport,9
2720,Gunnison,1
2721,Gustavus,3
2722,Gwinn,3
2723,Hagerstown,2
2724,Haines,4
2725,Hana,1
2726,Hancock,1
2727,Harlingen,7
2728,Harrisburg,20
2729,Harrison,2
2730,Hattiesburg/Laurel,1
2731,Havre,1
2732,Hayden,1
2733,Helena,5
2734,Hibbing,1
2735,Hilo,4
2736,Hilton Head Island,4
2737,Hobbs,1
2738,Holy Cross,3
2739,Homer,2
2740,Honolulu,118
2741,Hoonah,3
2742,Hooper Bay,2
2743,Hot Springs,2
2744,Houston,321
2745,Hughes,2
2746,Huntington,5
2747,Huntsville,18
2748,Huron,3
2749,Huslia,5
2750,Hydaburg,1
2751,Idaho Falls,4
2752,Igiugig,1
2753,Iliamna,1
2754,Imperial,2
2755,Indianapolis,69
2756,International Falls,2
2757,Iron Mountain,2
2758,Islip,17
2759,Ithaca,4
2760,Jacksn Hole,2
2761,Jackson,20
2762,Jacksonville,46
2763,Jacksonville NC,7
2764,Jamestown,2
2765,Johnstown,2
2766,Jonesboro,1
2767,Joplin,2
2768,Juneau,20
2769,Kahului,42
2770,Kalamazoo,6
2771,Kalispell,5
2772,Kalskag,4
2773,Kaltag,3
2774,Kamuela,1
2775,Kansas City,82
2776,Kasigluk,2
2777,Kenai,3
2778,Ketchikan,22
2779,Key West,16
2780,Kiana,4
2781,Killeen,6
2782,King Cove,1
2783,King Salmon,7
2784,Kipnuk,3
2785,Kirksville,1
2786,Kivalina,3
2787,Klamath Falls,2
2788,Klawock,3
2789,Knoxville,31
2790,Kobuk,4
2791,Kodiak,11
2792,Kona,20
2793,Kongiganak,3
2794,Kotlik,3
2795,Kotzebue,22
2796,Koyuk,5
2797,Koyukuk,2
2798,Kwethluk,3
2799,Kwigillingok,4
2800,La Crosse,3
2801,Lafayette,6
2802,Lahania-kapalua,2
2803,Lake Charles,3
2804,Lake Minchumina,1
2805,Lanai,4
2806,Lancaster,1
2807,Lansing,8
2808,Laramie,1
2809,Laredo,4
2810,Larsen Bay,1
2811,Las Vegas,246
2812,Latrobe,3
2813,Lawton,2
2814,Lebanon,2
2815,Lewisburg,2
2816,Lewiston,4
2817,Lexington KY,20
2818,Liberal,6
2819,Lihue,21
2820,Lincoln,3
2821,Little Rock,29
2822,Long Beach,18
2823,Longview,2
2824,Lopez,1
2825,Los Alamos,1
2826,Los Angeles,492
2827,Louisville,41
2828,Lubbock,10
2829,Lynchburg,2
2830,MONTGOMERY,7
2831,Macon,2
2832,Madison,17
2833,Mammoth Lakes,2
2834,Manchester NH,20
2835,Manhattan,4
2836,Manistee,1
2837,Manley Hot Springs,1
2838,Marion,1
2839,Marshall,2
2840,Massena,1
2841,McCook,1
2842,Mcallen,6
2843,Mcgrath,6
2844,Medford,9
2845,Mekoryuk,1
2846,Melbourne,5
2847,Memphis,58
2848,Merced,1
2849,Meridian,1
2850,Mesa,32
2851,Metakatla,3
2852,Miami,368
2853,Midland,8
2854,Milwaukee,65
2855,Minneapolis,218
2856,Minot,5
2857,Missoula,7
2858,Moab,1
2859,Mobile,9
2860,Modesto,1
2861,Moline,15
2862,Molokai,3
2863,Monroe,6
2864,Monterey,10
2865,Montrose CO,1
2866,Morgantown,2
2867,Morristown,2
2868,Mountain Village,2
2869,Muscle Shoals,1
2870,Muskegon,1
2871,Myrtle Beach,34
2872,Nantucket,6
2873,Napakiak,1
2874,Napaskiak,1
2875,Naples,1
2876,Nashville,82
2877,Nelson Lagoon,1
2878,New Bedford,3
2879,New Bern,5
2880,New Haven,2
2881,New Orleans,123
2882,New York,614
2883,Newark,253
2884,Newburgh,6
2885,Newport News,9
2886,Niagara Falls,5
2887,Nightmute,3
2888,Nikolai,1
2889,Nikolski,1
2890,Noatak,3
2891,Nome,25
2892,Noorvik,4
2893,Norfolk,36
2894,North Bend,2
2895,North Platte,1
2896,Nuiqsut,2
2897,Nulato,3
2898,Oakland,54
2899,Ogden,1
2900,Ogdensburg,1
2901,Oklahoma City,40
2902,Omaha,34
2903,Ontario,24
2904,Orlando,233
2905,Owensboro,2
2906,PADUCAH,1
2907,PARKERSBURG,1
2908,Page,6
2909,Palm Springs,26
2910,Panama City,7
2911,Pasco,8
2912,Pellston,1
2913,Pendleton,1
2914,Pensacola,21
2915,Peoria,15
2916,Perryville,1
2917,Petersburg,2
2918,Philadelphia,289
2919,Phoenix,251
2920,Pierre,8
2921,Pilot Point,1
2922,Pittsburgh,74
2923,Plattsburgh,7
2924,Pocatello,1
2925,Point Barrow,3
2926,Point Lay,2
2927,Port Angeles,1
2928,Port Heiden,1
2929,Port Moller,1
2930,Portland,115
2931,Portsmouth,1
2932,Prescott,1
2933,Presque Isle,2
2934,Providence,27
2935,Provincetown,1
2936,Provo,3
2937,Pueblo,1
2938,Pullman,2
2939,Punta Gorda,18
2940,Quincy,1
2941,Quinhagak,4
2942,Raleigh-durham,83
2943,Rapid City,8
2944,Redding,1
2945,Redmond-Bend,8
2946,Reno,27
2947,Rhinelander,2
2948,Richmond,38
2949,Riverton WY,1
2950,Roanoke VA,15
2951,Rochester,34
2952,Rock Springs,3
2953,Rockford,5
2954,Rockland,1
2955,Roswell,2
2956,Ruby,4
2957,Russian Mission,4
2958,Rutland,1
2959,Sacramento,55
2960,Saginaw,5
2961,Saint Cloud,2
2962,Saint George,2
2963,Salina,1
2964,Salisbury,4
2965,Salt Lake City,141
2966,San Angelo,2
2967,San Antonio,68
2968,San Diego,119
2969,San Francisco,249
2970,San Jose,60
2971,San Luis Obispo,4
2972,Sand Point,2
2973,Sanford,49
2974,Santa Ana,42
2975,Santa Barbara,8
2976,Santa Fe,6
2977,Santa Maria,2
2978,Santa Rosa,6
2979,Saranac Lake,1
2980,Sarasota,13
2981,Sault Ste Marie,1
2982,Savannah,23
2983,Savoonga,4
2984,Scammon Bay,1
2985,Scottsbluff,1
2986,Scranton,9
2987,Seattle,203
2988,Selawik,2
2989,Shageluk,3
2990,Shaktoolik,6
2991,Sheridan,1
2992,Shishmaref,3
2993,Show Low,6
2994,Shreveport,8
2995,Shungnak,2
2996,Sidney,1
2997,Sioux City,2
2998,Sioux Falls,13
2999,Sitka,3
3000,Skagway,3
3001,Sleetmute,2
3002,South Bend,11
3003,South Naknek,1
3004,Spokane,15
3005,Springfield,14
3006,St Mary's,5
3007,St. Augustine Airport,1
3008,St. Louis,114
3009,St. Michael,4
3010,St. Paul Island,3
3011,St. Petersburg,31
3012,State College Pennsylvania,5
3013,Stockton,1
3014,Syracuse,26
3015,Tallahassee,15
3016,Tampa,138
3017,Tatalina,1
3018,Teller,3
3019,Teterboro,1
3020,Texarkana,2
3021,Thief River Falls,1
3022,Tin City,1
3023,Togiak Village,1
3024,Tok,1
3025,Toksook Bay,3
3026,Toledo,5
3027,Topeka,1
3028,Traverse City,5
3029,Trenton,14
3030,Tucson,31
3031,Tulsa,27
3032,Tupelo,2
3033,Twin Falls,1
3034,Tyler,3
3035,Unalakleet,8
3036,Unalaska,3
3037,Vail,1
3038,Valdez,2
3039,Valdosta,3
3040,Valparaiso,10
3041,Venetie,2
3042,Vernal,1
3043,Victoria,1
3044,Vineyard Haven MA,4
3045,Visalia,1
3046,Waco,2
3047,Wainwright,2
3048,Wales,4
3049,Walla Walla,1
3050,Washington,392
3051,Wassau,5
3052,Waterloo,2
3053,Watertown,7
3054,Wenatchee,1
3055,West Palm Beach,44
3056,Weyers Cave,1
3057,White Mountain,4
3058,White Plains,23
3059,Wichita,20
3060,Wichita Falls,2
3061,Williamsport,2
3062,Williston,2
3063,Wilmington,19
3064,Windsor Locks,51
3065,Wolf Point,1
3066,Worcester,2
3067,Worland,3
3068,Wrangell,2
3069,Yakima,1
3070,Yakutat,2
3071,Youngstown,4
3072,Yuma,3
3073,Montevideo,23
3074,Punta del Este,3
3075,Andizhan,3
3076,Bukhara,6
3077,Fergana,7
3078,Khanabad,5
3079,Namangan,12
3080,Navoi,6
3081,Nukus,4
3082,Samarkand,8
3083,Tashkent,81
3084,Termez,2
3085,Urgench,7
3086,Ablow,3
3087,Ambryn Island,3
3088,Anelghowhat,1
3089,Aniwa,2
3090,Craig Cove,3
3091,Dillon's Bay,2
3092,Futuna Island,2
3093,Gaua Island,3
3094,Ipota,3
3095,Lamap,2
3096,Lamen Bay,2
3097,Loh/Linua,3
3098,Longana,2
3099,Lonorore,3
3100,Maewo Island,1
3101,Malekula Island,2
3102,Norsup,5
3103,Paama Island,2
3104,Pentecost Island,1
3105,Port-vila,28
3106,Sangafa,1
3107,Santo,11
3108,Sola,3
3109,Tanna,5
3110,Tongoa Island,1
3111,Valesdir,1
3112,Walaha,1
3113,Barcelona,11
3114,Barinas,2
3115,Barquisimeto,5
3116,Canaima,1
3117,Caracas,90
3118,Coro,1
3119,Cumana,1
3120,El Vigía,3
3121,Guayana,11
3122,La Fria,1
3123,Maracaibo,14
3124,Maturin,4
3125,Merida,2
3126,Paraguana,4
3127,Porlamar,20
3128,Puerto Ayacucho,1
3129,Puerto Cabello,2
3130,San Antonio,1
3131,San Tome,1
3132,Santa Ana De Uairen,1
3133,Santo Domingo,4
3134,Valencia,10
3135,Valera,2
3136,Buonmethuot,7
3137,Ca Mau,1
3138,Can Tho,3
3139,Chu Lai,2
3140,Conson,2
3141,Dalat,5
3142,Danang,33
3143,Dienbienphu,1
3144,Dong Hoi,2
3145,Haiphong,4
3146,Hanoi,87
3147,Ho Chi Minh City,109
3148,Hue,4
3149,Nha Trang,7
3150,Phucat,3
3151,Phuquoc,5
3152,Pleiku,3
3153,Rach Gia,1
3154,Tuy Hoa,2
3155,Vinh,7
3156,Charlotte Amalie,1
3157,St. Croix Island,9
3158,St. Thomas,34
3159,Futuna Island,1
3160,Wallis,3
3161,Dakhla,3
3162,El Aaiún,4
3163,Aden,23
3164,Al Ghaidah Intl,1
3165,Ataq,1
3166,Hodeidah,5
3167,Mukalla,12
3168,Sanaa,37
3169,Sayun Intl,5
3170,Socotra,2
3171,Taiz,7
3172,Chipata,1
3173,Kasama,1
3174,Livingstone,7
3175,Lusaka,34
3176,Mansa,1
3177,Mfuwe,1
3178,Ndola,10
3179,Bulawayo,4
3180,Harare,26
3181,Victoria Falls,7
